gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name
9758,EGFR,54138,RAD51
9758,EGFR,73856,MAPK12
9758,EGFR,88859,SRC
9758,EGFR,71027,PTPA
9758,EGFR,90465,TPSAB1
9758,EGFR,45096,PPM1D
9758,EGFR,52701,IGF1
9758,EGFR,70890,PTGIR
9758,EGFR,29297,USP1
9758,EGFR,35301,RET
9758,EGFR,47539,TNFRSF10B
9758,EGFR,68851,FLNA
9758,EGFR,23305,ERCC1
9758,EGFR,75054,HSPA9
9758,EGFR,89898,DIXDC1
9758,EGFR,54118,IGHMBP2
9758,EGFR,21808,MAPK1
9758,EGFR,39715,VAV3
9758,EGFR,86302,FGFR1
9758,EGFR,30351,ASCL2
9758,EGFR,77106,TBL1Y
9758,EGFR,61961,CALM1
9758,EGFR,68194,PRKCZ
9758,EGFR,9176,RB1
9758,EGFR,69057,POLR2A
9758,EGFR,22342,SMARCA4
9758,EGFR,27193,PTPRF
9758,EGFR,27772,XRCC2
9758,EGFR,30949,KIT
9758,EGFR,52831,SESN2
9758,EGFR,21211,PIN1
9758,EGFR,83221,DUSP4
9758,EGFR,55604,RBX1
9758,EGFR,52629,GBP3
9758,EGFR,74199,PARP2
9758,EGFR,82006,HDAC9
9758,EGFR,24119,PLEC
9758,EGFR,53838,MSMO1
9758,EGFR,67619,CSNK1E
9758,EGFR,10925,ERBB3
9758,EGFR,19069,CXCL12
9758,EGFR,54988,RUFY1
9758,EGFR,18473,GRAMD2B
9758,EGFR,19878,F3
9758,EGFR,84873,NEDD9
9758,EGFR,15705,TNKS
9758,EGFR,68667,RPL10P16
9758,EGFR,74765,EPHA5
9758,EGFR,86177,MTOR
9758,EGFR,88913,ABL1
9758,EGFR,68584,IGFBP3
9758,EGFR,46725,SMAD3
9758,EGFR,95024,PLSCR1
9758,EGFR,18839,MAP3K1
9758,EGFR,2524,FGFR2
9758,EGFR,41169,PRKCE
9758,EGFR,31227,PARP1
9758,EGFR,96301,TP53
9758,EGFR,4646,PRKACB
9758,EGFR,37989,ANXA6
9758,EGFR,53736,PRKCD
9758,EGFR,53081,CCND1
9758,EGFR,40367,SHC1
9758,EGFR,30281,EPHB2
9758,EGFR,5222,RASA3
9758,EGFR,88655,FAS
9758,EGFR,11185,STAT3
9758,EGFR,95927,DUSP7
9758,EGFR,14572,OSMR
9758,EGFR,33078,GRB7
9758,EGFR,16194,TM4SF1
9758,EGFR,65860,PDGFRA
9758,EGFR,18308,PKN2
9758,EGFR,57785,LTK
9758,EGFR,93853,SMARCA2
9758,EGFR,55699,MATK
9758,EGFR,83621,ARF5
9758,EGFR,19137,MYC
9758,EGFR,56655,RRM2
9758,EGFR,1471,ARF4
9758,EGFR,9334,SMAD2
9758,EGFR,52749,SH2D3C
9758,EGFR,40504,BCAR1
9758,EGFR,48357,PPIA
9758,EGFR,20547,KDR
9758,EGFR,41972,KLF10
9758,EGFR,14789,DDR2
9758,EGFR,11884,DUSP6
9758,EGFR,54918,RAC1
9758,EGFR,49203,SFN
9758,EGFR,41675,CDH3
9758,EGFR,4270,RPS6KA5
9758,EGFR,18894,UNG
9758,EGFR,52041,CD59
9758,EGFR,58132,SOS2
9758,EGFR,28733,PRKCA
9758,EGFR,30192,RRM1
9758,EGFR,96224,HGF
9758,EGFR,20190,PIK3R2
9758,EGFR,35001,RPL13A
9758,EGFR,61862,MCL1
9758,EGFR,90546,SDC4
9758,EGFR,70281,NAGK
9758,EGFR,30826,FER
9758,EGFR,20157,H4C1
9758,EGFR,44340,RELA
9758,EGFR,68063,HRAS
9758,EGFR,69070,POLD4
9758,EGFR,48973,H2AC8
9758,EGFR,57307,GTF2H1
9758,EGFR,54395,PMS2
9758,EGFR,7059,WRAP53
9758,EGFR,89060,NOTCH2
9758,EGFR,26275,PIK3R1
9758,EGFR,1393,POLM
9758,EGFR,14537,AKT2
9758,EGFR,58426,RAD23B
9758,EGFR,8502,RAD9A
9758,EGFR,59765,LCK
9758,EGFR,13272,ZBTB32
9758,EGFR,43474,RPS6KA2
9758,EGFR,34618,CIP2A
9758,EGFR,77853,CBLC
9758,EGFR,13465,SRPX2
9758,EGFR,19198,POLE
9758,EGFR,45577,RAPGEF1
9758,EGFR,34769,MDM2
9758,EGFR,61920,RHBDL2
9758,EGFR,32538,MT1X
9758,EGFR,93727,SSBP1
9758,EGFR,27237,DCN
9758,EGFR,88492,INPPL1
9758,EGFR,93063,MET
9758,EGFR,23363,ERBB2
9758,EGFR,84858,NHP2
9758,EGFR,90671,POLD1
9758,EGFR,11237,DLG4
9758,EGFR,9779,KIAA1522
9758,EGFR,85188,PIK3CA
9763,ZC3H4,34253,RBM14
9779,KIAA1522,23201,PRRG4
9779,KIAA1522,90866,TINAGL1
9779,KIAA1522,102,ADGRG1
9779,KIAA1522,43382,EVPL
9779,KIAA1522,71,NR2F6
9779,KIAA1522,34873,SLC2A1
9779,KIAA1522,56689,GOLT1A
9779,KIAA1522,61920,RHBDL2
9779,KIAA1522,57175,TSKU
9809,HSD3B7,60732,KRAS
9809,HSD3B7,50834,NRAS
9814,IFNGR1,26959,SLC38A2
9814,IFNGR1,92325,TUBB1
9814,IFNGR1,36639,MMADHC
9817,CNN1,85205,TRIP13
9818,GOLT1B,23306,GTF2H4
9818,GOLT1B,94478,NUP54
9818,GOLT1B,29727,PTTG1
9818,GOLT1B,42385,NACA
9818,GOLT1B,10146,PPP2R1A
9818,GOLT1B,92816,PPCS
9818,GOLT1B,33887,WDR61
9818,GOLT1B,83551,SPAG7
9818,GOLT1B,20612,RPL36A
9818,GOLT1B,28217,LEO1
9818,GOLT1B,8186,TUBB
9818,GOLT1B,12178,SEC22B
9818,GOLT1B,59973,TTC4
9818,GOLT1B,48811,TRNAU1AP
9818,GOLT1B,1275,TUBGCP3
9818,GOLT1B,59671,MED28
9818,GOLT1B,29953,MASTL
9818,GOLT1B,96155,TRRAP
9818,GOLT1B,41117,MBTPS2
9818,GOLT1B,52590,VPS72
9818,GOLT1B,17501,USE1
9818,GOLT1B,64958,RPL28
9818,GOLT1B,28621,ZNF574
9818,GOLT1B,39685,POLN
9819,CEACAM3,30092,NAE1
9866,GALR1,55035,PTEN
9880,TTC39A,68063,HRAS
9880,TTC39A,60732,KRAS
9880,TTC39A,50834,NRAS
9883,TMEM248,50834,NRAS
9883,TMEM248,60732,KRAS
9883,TMEM248,49250,MRPL38
9883,TMEM248,19308,TYW1
9883,TMEM248,68063,HRAS
9883,TMEM248,56209,TRPV3
9903,PCIF1,78450,RALY
9928,DCUN1D1,6617,MFN1
9928,DCUN1D1,33598,BRCA1
9934,PTPN14,34466,SLC15A3
9934,PTPN14,19534,WNT10B
9934,PTPN14,29998,VILL
9950,CCDC9B,92086,SSC4D
9950,CCDC9B,57671,ACTN4
9971,CPEB3,67706,PDIK1L
10005,RBMX2,56377,VBP1
10013,HPS1,11618,SLCO1B3
10013,HPS1,66037,MAPT
10013,HPS1,55928,SP8
10013,HPS1,92325,TUBB1
10013,HPS1,7302,NR1I2
10013,HPS1,19137,MYC
10013,HPS1,53604,MAP4
10013,HPS1,16152,MAP2
10048,EMC2,46547,ZNF830
10048,EMC2,12292,MED23
10048,EMC2,5964,FH
10048,EMC2,33598,BRCA1
10048,EMC2,42385,NACA
10048,EMC2,41117,MBTPS2
10048,EMC2,76566,INTS5
10048,EMC2,64205,EXOSC9
10048,EMC2,29953,MASTL
10048,EMC2,59973,TTC4
10048,EMC2,1275,TUBGCP3
10048,EMC2,33868,MED14
10064,FOS,21808,MAPK1
10064,FOS,60732,KRAS
10064,FOS,86255,SET
10064,FOS,18405,S100A10
10077,CSTF3,5964,FH
10077,CSTF3,59973,TTC4
10077,CSTF3,23306,GTF2H4
10077,CSTF3,52590,VPS72
10077,CSTF3,69303,TRMT5
10077,CSTF3,90634,EIF3D
10077,CSTF3,83551,SPAG7
10077,CSTF3,81580,PPWD1
10077,CSTF3,65499,PELO
10077,CSTF3,64205,EXOSC9
10077,CSTF3,55922,POLR2K
10077,CSTF3,76566,INTS5
10077,CSTF3,1275,TUBGCP3
10095,DDX42,60732,KRAS
10095,DDX42,68063,HRAS
10095,DDX42,89901,MED1
10095,DDX42,50834,NRAS
10128,COMMD3,30092,NAE1
10134,SDHD,66369,MRPL13
10134,SDHD,40228,HSPD1
10145,CAPRIN2,33598,BRCA1
10146,PPP2R1A,81470,PRMT5
10146,PPP2R1A,76170,RTF1
10146,PPP2R1A,91076,PSMC1
10146,PPP2R1A,50137,PSPH
10146,PPP2R1A,13563,PRIM2
10146,PPP2R1A,1822,REXO2
10146,PPP2R1A,28621,ZNF574
10146,PPP2R1A,71027,PTPA
10146,PPP2R1A,36106,WDR70
10146,PPP2R1A,85384,PSMD6
10146,PPP2R1A,33887,WDR61
10146,PPP2R1A,59973,TTC4
10146,PPP2R1A,17501,USE1
10146,PPP2R1A,12178,SEC22B
10146,PPP2R1A,24276,YTHDC1
10146,PPP2R1A,70354,SF3B1
10146,PPP2R1A,731,WDR7
10146,PPP2R1A,66010,VPS29
10146,PPP2R1A,50522,TAF2
10146,PPP2R1A,27184,SNRPD3
10146,PPP2R1A,82093,SRSF7
10146,PPP2R1A,53437,VPS4A
10146,PPP2R1A,4684,SNIP1
10146,PPP2R1A,25029,RBBP8
10146,PPP2R1A,47114,RPA3
10146,PPP2R1A,69480,PSMC6
10146,PPP2R1A,21845,SKA3
10146,PPP2R1A,80022,SLC39A9
10146,PPP2R1A,62048,PTCD1
10146,PPP2R1A,65030,RPL13
10146,PPP2R1A,484,ZNF511
10146,PPP2R1A,25557,RPL5
10146,PPP2R1A,48750,SNRPB
10146,PPP2R1A,14681,SCYL1
10146,PPP2R1A,1275,TUBGCP3
10146,PPP2R1A,89617,UBA3
10153,CD2BP2,31124,ZNF688
10153,CD2BP2,68063,HRAS
10153,CD2BP2,50834,NRAS
10153,CD2BP2,60732,KRAS
10169,DTX3L,30092,NAE1
10189,DHTKD1,27772,XRCC2
10194,CASS4,60732,KRAS
10194,CASS4,50834,NRAS
10194,CASS4,68063,HRAS
10222,PTCH2,33598,BRCA1
10229,BRI3,19788,TMEM120A
10275,HTRA2,30092,NAE1
10290,DTD1,19137,MYC
10305,SLC29A3,84722,TSC22D2
10306,COL1A1,68063,HRAS
10306,COL1A1,60732,KRAS
10306,COL1A1,90548,SHPRH
10306,COL1A1,50834,NRAS
10306,COL1A1,96301,TP53
10330,STIP1,93727,SSBP1
10330,STIP1,44515,TMEM126B
10330,STIP1,5639,SNX13
10330,STIP1,23104,ERLIN1
10330,STIP1,44109,STRAP
10342,CTDSPL,14672,ORM1
10342,CTDSPL,48812,NTRK1
10342,CTDSPL,94654,SLC22A2
10342,CTDSPL,65860,PDGFRA
10342,CTDSPL,19644,CYP1A2
10342,CTDSPL,69468,SLC22A1
10342,CTDSPL,78342,PDGFRB
10342,CTDSPL,33542,CYP3A4
10342,CTDSPL,21067,CYP3A5
10342,CTDSPL,30949,KIT
10342,CTDSPL,35301,RET
10342,CTDSPL,45411,CYP2C9
10342,CTDSPL,17565,DDR1
10342,CTDSPL,36922,PTGS1
10342,CTDSPL,82030,CYP3A7
10342,CTDSPL,50176,CYP2D6
10342,CTDSPL,46732,CYP2C19
10345,ZNF792,33598,BRCA1
10363,TRIM23,29430,RAB1A
10363,TRIM23,24103,GRID2
10369,SLC29A1,48372,WNK4
10369,SLC29A1,50722,XPO5
10369,SLC29A1,50409,TK2
10369,SLC29A1,94182,STK33
10369,SLC29A1,95194,STAT4
10369,SLC29A1,20110,STK17A
10369,SLC29A1,30359,SLC30A2
10369,SLC29A1,28365,UCK1
10369,SLC29A1,2131,TNK1
10369,SLC29A1,3847,SNRK
10369,SLC29A1,5862,TYRO3
10369,SLC29A1,10978,VRK3
10369,SLC29A1,42197,TNNI3K
10369,SLC29A1,65458,SPHK1
10369,SLC29A1,34163,SMAD4
10369,SLC29A1,94876,TAOK3
10375,THNSL2,33764,TFCP2L1
10404,LHX6,5105,TMEM209
10404,LHX6,1001,PRPF3
10424,TM9SF3,55035,PTEN
10436,DPF2,30092,NAE1
10478,TNFSF10,96301,TP53
10479,DRG2,73545,YWHAZ
10481,PAAF1,33598,BRCA1
10489,CMTR1,33598,BRCA1
10489,CMTR1,50834,NRAS
10489,CMTR1,60732,KRAS
10494,PLEKHJ1,4574,RNF126
10513,RASL11A,60732,KRAS
10532,IPMK,30092,NAE1
10551,ABCD4,19137,MYC
10574,RHBDF1,95982,LRRC8E
10574,RHBDF1,77226,LGALS3
10574,RHBDF1,17780,TNFRSF12A
10574,RHBDF1,21562,TRIM16L
10636,ZNF614,46130,BRCA2
10636,ZNF614,3375,ATM
10668,ST6GALNAC2,23201,PRRG4
10681,USP34,36516,ZNF638
10702,LIPA,30092,NAE1
10708,CYP11B2,92091,GRB2
10708,CYP11B2,95418,HMGA1
10708,CYP11B2,37681,PRKAR1A
10708,CYP11B2,33598,BRCA1
10708,CYP11B2,71459,NR5A1
10708,CYP11B2,71820,FABP4
10708,CYP11B2,24195,SSTR5
10708,CYP11B2,36615,EPHA2
10708,CYP11B2,47088,ILK
10708,CYP11B2,96301,TP53
10732,CD84,39117,CSHL1
10756,BMP1,12677,SERPINH1
10756,BMP1,60732,KRAS
10764,TRA2B,7134,DDX46
10764,TRA2B,62010,TSN
10764,TRA2B,59973,TTC4
10764,TRA2B,33598,BRCA1
10764,TRA2B,53437,VPS4A
10768,NCOA4,46130,BRCA2
10768,NCOA4,60732,KRAS
10769,HEBP2,50834,NRAS
10769,HEBP2,60732,KRAS
10769,HEBP2,68063,HRAS
10775,MICA,2317,SAMD4A
10779,CDH26,33598,BRCA1
10799,PTAR1,21002,TRAPPC13
10799,PTAR1,77599,TRAPPC12
10799,PTAR1,91337,GOSR1
10799,PTAR1,76841,ARMH3
10799,PTAR1,44158,MARCHF6
10799,PTAR1,3934,SPTSSA
10799,PTAR1,18850,TRAPPC11
10817,NOP14-AS1,60732,KRAS
10817,NOP14-AS1,68063,HRAS
10817,NOP14-AS1,50834,NRAS
10821,PTCD2,80327,TAF9
10829,NDUFS2,8564,USP21
10830,FEZ2,50834,NRAS
10830,FEZ2,37243,PLIN3
10830,FEZ2,83128,LMNA
10830,FEZ2,68063,HRAS
10830,FEZ2,19137,MYC
10830,FEZ2,60732,KRAS
10830,FEZ2,95182,IGFBP6
10830,FEZ2,79437,RTN4
10830,FEZ2,33613,PPP2R3A
10839,RAB34,84013,RBM15
10844,XAGE3,60732,KRAS
10852,CNOT10,77571,LSM3
10852,CNOT10,90578,SS18L2
10852,CNOT10,9631,ZNF445
10852,CNOT10,54213,RPL14
10866,GTF2I,23546,SEMA7A
10866,GTF2I,20723,H2AZ2
10866,GTF2I,38863,PRSS22
10866,GTF2I,10799,PTAR1
10866,GTF2I,17558,HOXB9
10866,GTF2I,76513,MGAT4B
10881,SCD,79859,TPX2
10905,ZNF254,68540,ZNF91
10905,ZNF254,31161,ZNF430
10911,C8orf33,33669,NDUFB9
10925,ERBB3,95418,HMGA1
10925,ERBB3,5154,SLC16A1
10925,ERBB3,55810,PRKDC
10925,ERBB3,25943,STMN1
10925,ERBB3,7476,PPP1CC
10925,ERBB3,15507,PRSS8
10925,ERBB3,92091,GRB2
10925,ERBB3,82758,HMGCR
10925,ERBB3,19137,MYC
10925,ERBB3,52225,TYK2
10925,ERBB3,2724,PKLR
10925,ERBB3,91579,MAPKAPK2
10925,ERBB3,43383,HOOK2
10925,ERBB3,94780,PRODH
10925,ERBB3,55083,TST
10926,DNMT3L,26680,RAB11FIP5
10946,MYBL2,61772,PARP3
10946,MYBL2,33224,RFTN1
10946,MYBL2,12739,PAQR5
10946,MYBL2,61518,STX11
10946,MYBL2,79196,UTRN
10946,MYBL2,6432,NTNG1
10946,MYBL2,85211,TOP2A
10946,MYBL2,70712,PAPPA
10946,MYBL2,6101,TLR4
10946,MYBL2,50834,NRAS
10946,MYBL2,5222,RASA3
10946,MYBL2,71200,UBE2C
10946,MYBL2,30092,NAE1
10971,ALG3,50834,NRAS
10971,ALG3,68063,HRAS
10971,ALG3,60732,KRAS
10974,MISP,53649,EPCAM
10994,PCDHA6,62671,HIPK4
10994,PCDHA6,3809,PCDHA9
10994,PCDHA6,82338,PCDHA8
10994,PCDHA6,70890,PTGIR
11053,CHCHD2,47114,RPA3
11053,CHCHD2,88318,PSMA2
11055,RCC1,31477,PHF5A
11055,RCC1,13549,PPAN
11060,DUS3L,20567,HNRNPM
11060,DUS3L,75816,BYSL
11060,DUS3L,4574,RNF126
11073,RLN2,55035,PTEN
11090,DLD,44115,EIF3I
11090,DLD,41533,PRELID3B
11090,DLD,36205,IARS2
11090,DLD,37546,PRMT1
11090,DLD,57844,LUC7L2
11090,DLD,53294,MRPS28
11090,DLD,52294,MRPS35
11130,TMLHE,65720,LAMTOR2
11140,MICAL3,50834,NRAS
11142,CIDEB,30092,NAE1
11148,MYOM2,55035,PTEN
11171,IGFBP5,78450,RALY
11179,FAM135B,96301,TP53
11185,STAT3,96301,TP53
11237,DLG4,60732,KRAS
11237,DLG4,68063,HRAS
11237,DLG4,52850,IGF2BP3
11237,DLG4,50834,NRAS
11237,DLG4,72815,EIF2AK1
11242,YWHAE,53989,KLHL12
11259,FOXD3,61319,LIPH
11283,RTEL1,60732,KRAS
11283,RTEL1,33437,TNFRSF6B
11283,RTEL1,33598,BRCA1
11287,HYAL1,78143,TFAP2A
11293,CASP5,30092,NAE1
11293,CASP5,20831,SLC5A6
11318,CXCL16,68063,HRAS
11318,CXCL16,60732,KRAS
11318,CXCL16,50834,NRAS
11318,CXCL16,30514,RAB25
11326,PLEKHM1,36922,PTGS1
11326,PLEKHM1,35301,RET
11326,PLEKHM1,94654,SLC22A2
11326,PLEKHM1,69468,SLC22A1
11334,CCDC12,90578,SS18L2
11334,CCDC12,92006,MRPS25
11334,CCDC12,27715,MLH1
11334,CCDC12,9631,ZNF445
11350,DHX8,60732,KRAS
11354,UBC,60732,KRAS
11360,XIRP1,55035,PTEN
11361,COMMD8,36639,MMADHC
11361,COMMD8,66684,SOAT1
11363,FAM76B,68063,HRAS
11363,FAM76B,94743,HINFP
11363,FAM76B,50834,NRAS
11363,FAM76B,60732,KRAS
11371,RREB1,60732,KRAS
11376,GABARAPL2,30092,NAE1
11394,CHTOP,53002,FOXO3
11394,CHTOP,12509,P3H2
11416,CFAP410,20728,DIP2A
11430,PTP4A2,19137,MYC
11432,OSR2,96301,TP53
11467,LAMC1,89060,NOTCH2
11473,SUPT20H,21271,MRPS31
11473,SUPT20H,15698,WBP4
11473,SUPT20H,21873,PAN3
11474,CTSB,16791,CAV1
11474,CTSB,21067,CYP3A5
11474,CTSB,30949,KIT
11474,CTSB,69468,SLC22A1
11474,CTSB,45411,CYP2C9
11474,CTSB,83128,LMNA
11474,CTSB,78342,PDGFRB
11474,CTSB,95182,IGFBP6
11474,CTSB,50834,NRAS
11474,CTSB,17565,DDR1
11474,CTSB,48812,NTRK1
11474,CTSB,68063,HRAS
11474,CTSB,19644,CYP1A2
11474,CTSB,35301,RET
11474,CTSB,50176,CYP2D6
11474,CTSB,33542,CYP3A4
11474,CTSB,55910,S100A11
11474,CTSB,60732,KRAS
11474,CTSB,36922,PTGS1
11474,CTSB,9934,PTPN14
11474,CTSB,82030,CYP3A7
11474,CTSB,14672,ORM1
11474,CTSB,46732,CYP2C19
11474,CTSB,12677,SERPINH1
11474,CTSB,94654,SLC22A2
11474,CTSB,65860,PDGFRA
11479,TPM2,83811,TSPAN13
11489,COL24A1,50834,NRAS
11489,COL24A1,60732,KRAS
11489,COL24A1,68063,HRAS
11493,GSC,24734,LSM2
11493,GSC,19137,MYC
11493,GSC,31477,PHF5A
11511,CHMP2B,68063,HRAS
11511,CHMP2B,50834,NRAS
11511,CHMP2B,60732,KRAS
11522,CEP57L1,45554,SLCO4A1
11596,FAM126A,50881,SLC3A2
11618,SLCO1B3,74282,SMO
11618,SLCO1B3,142,TAP2
11618,SLCO1B3,24428,SOD2
11618,SLCO1B3,48043,XRCC6
11623,HECTD1,38454,STRN3
11629,MLKL,50834,NRAS
11633,BRD7,17412,RFWD3
11657,SLMAP,10799,PTAR1
11664,PLCG2,36615,EPHA2
11664,PLCG2,17495,ABL2
11664,PLCG2,30949,KIT
11664,PLCG2,71417,TMC8
11664,PLCG2,59765,LCK
11664,PLCG2,23638,STAT5B
11664,PLCG2,20944,FYN
11664,PLCG2,88913,ABL1
11664,PLCG2,32667,YES1
11689,TIMM9,1275,TUBGCP3
11689,TIMM9,59973,TTC4
11707,CLC,19137,MYC
11708,SYT7,54208,TPK1
11726,ROCK1,20831,SLC5A6
11777,NBEAL2,95920,GRK2
11777,NBEAL2,58642,PPP2R5A
11777,NBEAL2,56215,MLLT6
11782,PEX1,11618,SLCO1B3
11782,PEX1,92325,TUBB1
11822,IL3,28428,SIGLEC8
11835,PDCD2L,77270,PNPT1
11836,MMP8,8144,PAK5
11841,IL22RA2,60732,KRAS
11841,IL22RA2,50834,NRAS
11841,IL22RA2,30092,NAE1
11877,SLC25A32,96301,TP53
11877,SLC25A32,47770,TFB2M
11880,ADSS2,83627,UCHL5
11880,ADSS2,36205,IARS2
11880,ADSS2,84132,TOR1AIP1
11884,DUSP6,21127,BRAF
11884,DUSP6,30092,NAE1
11893,ELP3,17385,TRIM35
11893,ELP3,21143,PPP2R2A
11900,CHST8,60732,KRAS
11900,CHST8,68063,HRAS
11900,CHST8,50834,NRAS
11904,CYTH4,2926,ABI3
11904,CYTH4,1423,TNFAIP8L2
11913,DCLRE1B,30092,NAE1
11913,DCLRE1B,42387,FETUB
11913,DCLRE1B,62585,SLC6A4
11915,OPTC,55035,PTEN
11924,POLR3K,74105,ZNF174
11924,POLR3K,94755,HNRNPA2B1
11953,QARS1,1275,TUBGCP3
11953,QARS1,76170,RTF1
11953,QARS1,33887,WDR61
11953,QARS1,60732,KRAS
11957,NUDC,59973,TTC4
11957,NUDC,731,WDR7
11957,NUDC,55922,POLR2K
11957,NUDC,77791,RBM17
11957,NUDC,33887,WDR61
11957,NUDC,14681,SCYL1
11957,NUDC,65030,RPL13
11957,NUDC,76183,TUBGCP4
11971,OR1N2,54958,UPP1
11971,OR1N2,55910,S100A11
11971,OR1N2,1739,SLPI
11988,PRR11,59998,TNFRSF10C
11999,DISP1,19137,MYC
12040,DOCK8,19295,FOXM1
12054,PPP1R15A,54775,CEBPB
12064,ANKFY1,81451,SDHB
12064,ANKFY1,82239,TFG
12064,ANKFY1,94773,MLLT10
12064,ANKFY1,70165,LMBRD1
12064,ANKFY1,87561,HSPA8
12064,ANKFY1,38260,URI1
12064,ANKFY1,35221,ARF1
12064,ANKFY1,63612,MED17
12064,ANKFY1,68920,SDHC
12064,ANKFY1,68407,RPS6KB1
12092,ABCC4,18996,LMO2
12092,ABCC4,24016,JAK2
12092,ABCC4,93063,MET
12092,ABCC4,89801,HERPUD1
12092,ABCC4,67614,FBN1
12092,ABCC4,53477,CDH1
12092,ABCC4,56881,GATA3
12092,ABCC4,45416,NFKB2
12092,ABCC4,81216,MEN1
12092,ABCC4,83801,TRIP11
12092,ABCC4,81832,MSI2
12092,ABCC4,30847,NFIB
12092,ABCC4,85534,TSC1
12092,ABCC4,44924,ELK4
12092,ABCC4,81402,NF1
12092,ABCC4,9176,RB1
12092,ABCC4,61324,MAP2K4
12092,ABCC4,38698,SYNE2
12092,ABCC4,24371,USP6
12092,ABCC4,46130,BRCA2
12092,ABCC4,90077,MTRF1L
12092,ABCC4,17659,SS18L1
12092,ABCC4,14051,SUFU
12092,ABCC4,11687,PBX1
12092,ABCC4,18839,MAP3K1
12092,ABCC4,27715,MLH1
12092,ABCC4,84776,BCL10
12092,ABCC4,83111,PER1
12092,ABCC4,6603,FLI1
12092,ABCC4,69978,CANT1
12092,ABCC4,18719,AFDN
12092,ABCC4,18585,MAML2
12092,ABCC4,57676,KMT2E
12092,ABCC4,26310,IL6ST
12092,ABCC4,65592,ERCC4
12092,ABCC4,57243,FHIT
12092,ABCC4,68079,DHRS13
12092,ABCC4,83044,MCPH1
12092,ABCC4,39846,PPARA
12092,ABCC4,26275,PIK3R1
12092,ABCC4,3797,PTCH1
12092,ABCC4,5964,FH
12092,ABCC4,81451,SDHB
12092,ABCC4,7978,BRIP1
12092,ABCC4,68091,CCT2
12092,ABCC4,73661,DDX10
12092,ABCC4,90958,MITF
12092,ABCC4,33026,CREBBP
12092,ABCC4,47825,PIK3C3
12092,ABCC4,41301,EZH2
12092,ABCC4,11653,RPL22
12092,ABCC4,52613,KMT2C
12092,ABCC4,60732,KRAS
12092,ABCC4,90775,BIRC3
12092,ABCC4,75430,RECQL4
12092,ABCC4,8129,EXT1
12092,ABCC4,89060,NOTCH2
12092,ABCC4,18242,DDB2
12092,ABCC4,21674,CCND2
12092,ABCC4,94589,WRN
12114,KLC3,30692,KLK5
12121,LRP10,73326,SERPINB6
12166,PPP2R5E,30108,ZC3H14
12178,SEC22B,731,WDR7
12178,SEC22B,76063,SMNDC1
12178,SEC22B,46547,ZNF830
12178,SEC22B,83551,SPAG7
12178,SEC22B,33887,WDR61
12178,SEC22B,1275,TUBGCP3
12178,SEC22B,79321,TRPM7
12178,SEC22B,1253,WDR77
12178,SEC22B,53598,SLC7A1
12178,SEC22B,27184,SNRPD3
12178,SEC22B,53437,VPS4A
12178,SEC22B,52590,VPS72
12178,SEC22B,50522,TAF2
12203,ATP10A,60732,KRAS
12203,ATP10A,50834,NRAS
12203,ATP10A,68063,HRAS
12205,TOP3A,48399,PALB2
12205,TOP3A,5964,FH
12205,TOP3A,73372,CHEK1
12205,TOP3A,1204,TTN
12205,TOP3A,81402,NF1
12205,TOP3A,61622,MSH2
12205,TOP3A,48627,CDC6
12205,TOP3A,83496,RAD17
12205,TOP3A,46130,BRCA2
12205,TOP3A,80970,CDC73
12205,TOP3A,14011,WEE1
12205,TOP3A,14106,LLGL1
12205,TOP3A,43783,MAP3K4
12205,TOP3A,34485,RPS11
12210,MYH7,55571,CD79B
12269,DEK,73402,SMC4
12269,DEK,19442,SLC13A3
12269,DEK,21782,HMGN1
12270,SIRT1,96301,TP53
12273,EAF1,71083,TOP2B
12273,EAF1,50834,NRAS
12273,EAF1,68063,HRAS
12273,EAF1,7068,WDR48
12273,EAF1,60732,KRAS
12273,EAF1,19137,MYC
12279,AEBP2,50834,NRAS
12279,AEBP2,68063,HRAS
12279,AEBP2,30092,NAE1
12279,AEBP2,60732,KRAS
12292,MED23,53798,RPF2
12292,MED23,53294,MRPS28
12292,MED23,83551,SPAG7
12292,MED23,10764,TRA2B
12292,MED23,30188,NDUFB1
12292,MED23,70324,RPL8
12292,MED23,78075,MRPL18
12292,MED23,2058,MPHOSPH6
12292,MED23,57087,PSMD1
12292,MED23,50860,METTL17
12292,MED23,10146,PPP2R1A
12292,MED23,42385,NACA
12292,MED23,88295,NOL10
12292,MED23,29252,MRPL39
12292,MED23,60732,KRAS
12292,MED23,62381,PDCD7
12292,MED23,68920,SDHC
12292,MED23,17750,NDUFA9
12292,MED23,90671,POLD1
12292,MED23,726,RPLP1
12292,MED23,67391,UQCRB
12292,MED23,37032,SCO1
12292,MED23,60554,NAA25
12292,MED23,21845,SKA3
12292,MED23,41282,POLE2
12292,MED23,1275,TUBGCP3
12292,MED23,92816,PPCS
12292,MED23,13088,RPL3
12292,MED23,42619,ZNHIT6
12292,MED23,92700,NDUFB4
12292,MED23,63314,TIPIN
12292,MED23,28621,ZNF574
12292,MED23,75249,NDUFA8
12292,MED23,25557,RPL5
12292,MED23,39685,POLN
12292,MED23,25029,RBBP8
12292,MED23,12178,SEC22B
12292,MED23,29727,PTTG1
12292,MED23,81580,PPWD1
12292,MED23,51251,OGFOD1
12292,MED23,33887,WDR61
12292,MED23,85384,PSMD6
